location,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E,41.6°N 143.01°E
20200410T1500,2.5,88.0,1015.4,0.0,0.0,100.0,0.0,0.0,100.0,19.021034,37.03038,27.959743,34.508514,16.199999,36.86989,23.469128,318.7314,122.0,1408.0,0.82,-6.84
20200410T1600,2.49,85.0,1015.5,0.0,0.0,100.0,0.0,0.0,100.0,16.848616,34.69516,24.482647,36.027374,18.278645,32.124985,23.532547,330.69,123.0,1407.0,0.84,-7.19
20200410T1700,2.2,81.0,1015.7,0.0,0.0,100.0,0.0,0.0,100.0,13.713779,29.05458,18.39878,30.579224,13.493999,350.789,26.552288,310.60132,125.0,1408.0,0.64,-8.03
20200410T1800,2.06,79.0,1015.7,0.0,0.0,100.0,0.0,0.0,100.0,10.725702,14.381378,14.84318,14.03624,14.693999,300.96375,33.2781,301.28265,124.0,1405.0,0.54,-8.53
20200410T1900,2.33,82.0,1015.8,0.0,0.0,27.0,0.0,0.0,27.0,5.068606,3.0127716,7.2805495,8.530762,25.812277,278.0171,41.351448,310.7636,126.0,1406.0,0.51,-8.64
20200410T2000,2.41,82.0,1015.7,0.0,0.0,100.0,0.0,0.0,100.0,2.1967907,255.96376,3.7064266,240.9454,33.04361,277.51215,38.881664,306.33942,125.0,1406.0,0.77,-8.72
20200410T2100,2.99,80.0,1015.8,0.0,0.0,34.0,0.0,0.0,34.0,7.038205,240.52411,12.031756,231.07246,32.058197,294.55045,34.847553,303.19757,126.0,1409.0,1.52,-8.68
20200410T2200,3.28,76.0,1016.0,0.0,0.0,5.0,0.0,0.0,5.0,9.8568,270.0,15.84,270.0,29.882166,291.9296,31.178993,306.07602,128.0,1411.0,1.74,-8.1
20200410T2300,2.97,78.0,1016.1,0.0,0.0,71.0,0.0,0.0,71.0,14.493725,287.10272,24.535526,292.42587,22.314194,287.85034,30.811037,313.57974,128.0,1412.0,1.39,-7.35
20200411T0000,2.74,81.0,1016.6,0.0,0.0,100.0,0.0,0.0,100.0,17.711092,285.70865,27.553526,287.48798,21.794127,292.32867,30.599998,306.8699,132.0,1415.0,1.08,-7.04
20200411T0100,2.13,88.0,1016.8,0.0,0.0,100.0,0.0,0.0,100.0,17.920227,281.14288,24.798225,279.18884,25.501621,288.9465,32.949345,303.8637,133.0,1417.0,0.42,-6.9
20200411T0200,1.96,92.0,1016.7,0.0,0.0,100.0,0.0,0.0,100.0,15.753682,273.87854,21.611998,271.90915,29.414444,291.541,37.695282,298.52313,132.0,1418.0,0.28,-6.59
20200411T0300,2.38,85.0,1016.5,0.0,0.0,100.0,0.0,0.0,100.0,14.927912,272.0454,22.366402,273.6914,33.00436,296.56506,38.183765,298.7398,131.0,1418.0,0.72,-6.47
20200411T0400,2.82,81.0,1016.3,0.0,0.0,53.0,0.0,0.0,53.0,15.205816,266.9872,22.7057,267.27368,33.168877,295.7307,37.06427,299.0546,130.0,1417.0,1.24,-6.32
20200411T0500,3.25,79.0,1016.3,0.0,0.0,12.0,0.0,0.0,12.0,14.574294,251.89624,21.868332,249.77515,30.926493,294.77515,37.107944,300.29645,130.0,1419.0,1.71,-5.93
20200411T0600,3.52,78.0,1016.2,0.0,0.0,48.0,0.0,0.0,48.0,15.636114,246.9296,23.598541,248.52321,33.70377,293.27896,36.386723,297.07208,129.0,1421.0,2.0,-5.87
20200411T0700,3.81,78.0,1016.5,0.0,0.0,100.0,0.0,0.0,100.0,16.934742,250.70996,24.248613,251.83405,37.038036,291.0775,35.09954,291.0375,131.0,1425.0,2.3,-6.22
20200411T0800,4.32,77.0,1016.5,0.0,0.0,45.0,0.0,0.0,45.0,16.467312,260.69006,23.73271,260.3948,33.033802,286.46002,32.48788,282.80426,132.0,1426.0,2.87,-6.72
20200411T0900,4.73,77.0,1016.7,0.0,0.0,78.0,0.0,0.0,78.0,15.719857,270.971,23.042812,270.89517,31.780067,274.54803,35.296524,271.75342,134.0,1428.0,3.3,-6.6
20200411T1000,4.97,74.0,1017.1,0.0,0.0,100.0,0.0,0.0,100.0,14.977747,275.10217,22.065973,275.61758,34.201893,269.3969,41.305977,263.4944,137.0,1430.0,3.57,-6.72
20200411T1100,5.03,71.0,1016.9,0.0,0.0,100.0,0.0,0.0,100.0,11.566178,277.94348,16.75064,278.65253,33.857227,268.17203,55.38036,264.02997,136.0,1430.0,3.64,-4.99
20200411T1200,5.52,70.0,1017.6,0.0,0.0,56.0,0.0,17.0,56.0,18.533476,288.43497,27.77838,288.90457,27.691935,285.84308,37.641953,279.91275,142.0,1435.0,3.99,-6.81
20200411T1300,5.3,68.0,1017.6,0.0,0.0,100.0,0.0,8.0,100.0,18.062233,322.7921,27.438046,321.92725,25.14852,283.2405,36.973244,276.70984,141.0,1433.0,3.73,-6.99
20200411T1400,3.76,84.0,1017.7,0.0,0.0,100.0,0.0,0.0,100.0,20.898397,17.049026,32.15507,21.682281,28.30983,277.30576,43.213493,271.4321,141.0,1429.0,1.86,-7.05
20200411T1500,2.35,92.0,1017.8,0.0,0.0,100.0,0.0,0.0,100.0,23.072454,36.07599,34.275703,36.027374,30.244286,278.90173,47.56906,272.60257,141.0,1428.0,0.41,-6.59
20200411T1600,2.31,92.0,1017.8,0.0,0.0,100.0,0.0,0.0,100.0,22.604788,44.999985,33.3559,46.311874,29.250967,283.52316,49.341015,271.6724,141.0,1427.0,0.3,-6.21
20200411T1700,2.0,92.0,1017.8,0.0,0.0,100.0,0.0,0.0,100.0,22.173698,54.782394,32.26572,54.53663,24.149532,280.30487,40.422726,265.91437,141.0,1426.0,0.01,-5.92
20200411T1800,1.84,93.0,1017.5,0.0,0.0,100.0,0.0,0.0,100.0,20.519718,60.43963,29.47826,61.55706,20.16,270.0,34.213257,261.52887,139.0,1423.0,-0.13,-5.99
20200411T1900,1.83,91.0,1017.6,0.0,0.0,100.0,0.0,0.0,100.0,19.540035,64.13365,28.820242,64.0751,19.64558,256.2184,31.205997,258.69006,139.0,1424.0,-0.11,-6.13
20200411T2000,1.77,90.0,1017.7,0.0,0.0,100.0,0.0,0.0,100.0,17.993343,64.573135,25.925,64.50246,19.523155,247.2176,28.277763,248.33405,140.0,1426.0,-0.18,-6.16
20200411T2100,1.93,88.0,1017.7,0.0,0.0,100.0,0.0,0.0,100.0,16.825434,66.68229,24.20314,67.24902,19.33639,245.82089,34.268143,250.99402,140.0,1428.0,0.02,-5.75
20200411T2200,2.05,86.0,1017.9,0.0,0.0,100.0,0.0,0.0,100.0,15.636114,66.92958,22.59699,67.52056,21.485697,238.70697,34.10133,259.04596,141.0,1429.0,0.14,-5.91
20200411T2300,2.17,84.0,1017.6,0.0,0.0,100.0,0.0,0.0,100.0,15.091038,69.32557,21.53089,69.443954,22.17144,237.60016,32.43398,261.06042,140.0,1428.0,0.32,-5.73
20200412T0000,2.27,83.0,1017.8,0.0,0.0,100.0,0.0,0.0,100.0,15.003784,73.495636,21.313093,74.32047,18.971008,236.6115,35.32589,267.07928,141.0,1429.0,0.4,-5.65
20200412T0100,2.22,83.0,1017.7,0.0,0.0,100.0,0.0,0.0,100.0,13.977751,82.33319,19.959719,82.7468,17.068707,242.35403,36.361782,269.43274,140.0,1429.0,0.45,-5.48
20200412T0200,2.37,83.0,1017.5,0.0,0.0,100.0,0.0,0.0,100.0,12.523633,91.218864,17.654688,92.33731,17.76081,252.29958,33.839996,270.0,139.0,1429.0,0.65,-5.36
20200412T0300,2.55,84.0,1017.5,0.0,0.0,100.0,0.0,0.0,100.0,10.9224,102.680374,15.542662,103.392494,19.523155,264.70993,32.09052,273.21548,139.0,1429.0,0.86,-5.33
20200412T0400,2.63,86.0,1017.3,0.0,0.0,100.0,0.0,0.0,100.0,9.65677,114.44395,13.363711,117.255325,21.791153,277.59464,31.06239,274.65335,137.0,1428.0,0.97,-5.23
20200412T0500,2.61,89.0,1017.1,0.0,0.0,100.0,0.0,0.0,100.0,7.947476,129.55966,11.212135,132.39743,23.051247,284.47028,29.339449,276.34018,136.0,1427.0,0.89,-5.11
20200412T0600,2.55,92.0,1016.7,0.0,0.0,100.0,0.0,0.0,100.0,6.791894,138.17982,9.793059,143.97263,22.427162,288.7258,27.869207,275.93152,133.0,1425.0,0.79,-4.82
20200412T0700,2.49,93.0,1017.0,0.0,0.0,100.0,0.0,0.0,100.0,5.9150395,144.16235,8.707237,150.25511,20.799152,293.45905,26.727423,274.63547,135.0,1427.0,0.76,-4.63
20200412T0800,2.59,93.0,1017.5,0.0,0.0,100.0,0.0,0.0,100.0,5.328,143.1301,7.9036193,149.93141,18.837322,296.07535,25.60053,273.22452,139.0,1432.0,0.83,-4.59
20200412T0900,2.81,93.0,1017.9,0.0,0.0,100.0,0.0,0.0,100.0,4.9121733,139.3987,7.2,143.1301,15.141414,298.39304,23.803596,273.46823,143.0,1435.0,1.0,-4.57
20200412T1000,2.98,93.0,1018.1,0.0,0.0,100.0,0.0,0.0,100.0,4.161301,129.80557,6.1305785,130.23636,10.195057,312.1376,20.570463,274.0142,144.0,1436.0,1.08,-4.62
20200412T1100,3.05,93.0,1018.1,0.0,0.0,100.0,0.0,0.0,100.0,3.8142672,114.77514,5.495161,121.6075,5.8048253,352.875,16.215992,272.5448,144.0,1435.0,1.13,-4.74
20200412T1200,1.4,96.0,1018.5,0.0,0.0,100.0,0.0,0.0,100.0,5.4919763,194.03624,8.557102,194.62088,7.7879906,326.30994,1.484318,104.03624,146.0,1436.0,-0.57,-5.8
20200412T1300,1.45,96.0,1018.5,0.0,0.0,100.0,0.0,0.0,100.0,4.336678,190.61966,7.2359104,185.71059,4.8433046,311.98724,5.1544156,167.90524,146.0,1435.0,-0.7,-5.83
20200412T1400,1.61,97.0,1018.0,0.0,0.0,100.0,0.0,0.0,100.0,2.664,180.0,4.3349743,175.23636,1.835647,281.30994,7.5599995,180.0,142.0,1431.0,-0.87,-5.72
20200412T1500,1.44,97.0,1017.7,0.0,0.0,100.0,0.0,0.0,100.0,1.332,89.99999,2.9024127,97.125015,0.8049845,116.56505,8.049845,190.30484,140.0,1428.0,-1.06,-5.48
20200412T1600,0.91,96.0,1017.5,0.0,0.0,100.0,0.0,0.0,100.0,3.5039446,81.25384,6.130579,86.63353,4.198285,120.96376,8.654986,196.92752,138.0,1426.0,-1.2,-5.48
20200412T1700,0.66,96.0,1017.2,0.0,0.0,100.0,0.0,0.0,100.0,6.0102577,77.19573,9.47012,81.25384,6.9247384,117.89726,9.504273,204.62357,136.0,1424.0,-1.12,-5.42
20200412T1800,0.65,95.0,1016.5,0.0,0.0,100.0,0.0,0.0,100.0,8.710098,66.57131,13.237039,67.61986,7.42159,104.03624,9.957108,220.60129,130.0,1419.0,-0.84,-5.28
20200412T1900,1.35,93.0,1015.9,0.0,0.0,100.0,0.0,0.0,100.0,12.2919855,60.10109,17.727943,60.832375,7.5942073,84.55967,8.78872,235.00798,126.0,1415.0,-0.17,-5.23
20200412T2000,2.3,92.0,1015.3,0.0,0.0,100.0,0.0,0.0,100.0,16.204477,62.59243,23.34455,63.43495,10.931203,72.75854,6.6087217,240.64226,122.0,1410.0,0.78,-5.3
20200412T2100,2.97,91.0,1015.3,0.0,0.0,100.0,0.0,0.0,100.0,19.987104,68.90766,29.157776,69.77513,13.207634,72.5528,5.3517847,227.72632,122.0,1410.0,1.35,-5.32
20200412T2200,2.41,93.0,1015.6,0.0,0.0,100.0,0.0,0.0,100.0,22.29181,75.465546,32.919827,76.7236,15.226764,83.21102,5.8603754,190.61966,124.0,1411.0,0.58,-5.51
20200412T2300,0.81,93.0,1015.3,0.0,0.0,100.0,0.0,0.0,100.0,23.053991,67.58385,33.895485,67.52056,19.110542,86.7603,4.5536795,161.56505,120.0,1406.0,-1.12,-5.54
20200413T0000,0.5,93.0,1014.7,0.0,0.0,100.0,0.0,0.0,100.0,24.012972,56.30993,35.844864,56.46952,22.33161,88.15238,4.3498964,114.44395,116.0,1402.0,-1.4,-5.54
20200413T0100,1.07,93.0,1013.8,0.0,0.0,100.0,0.0,0.0,100.0,26.298147,50.34305,39.134167,50.599335,24.251284,84.03551,7.5942073,84.55967,109.0,1397.0,-0.72,-5.48
20200413T0200,2.46,92.0,1012.8,0.0,0.0,100.0,0.0,0.0,100.0,29.464607,52.715675,45.504055,53.039444,31.68,89.99999,10.931203,72.75854,102.0,1391.0,0.91,-5.35
20200413T0300,3.31,85.0,1011.5,0.0,0.0,68.0,0.0,0.0,68.0,31.661278,59.11892,48.046177,60.36161,37.688404,83.41805,17.22742,63.970406,92.0,1381.0,1.9,-4.76
20200413T0400,3.3,83.0,1010.5,0.0,0.0,10.0,0.0,0.0,10.0,32.733612,56.95658,50.528404,57.215706,43.939175,82.46739,26.260265,61.32686,84.0,1372.0,1.99,-4.16
20200413T0500,3.45,81.0,1009.7,0.0,0.0,10.0,0.0,7.0,10.0,33.027153,56.181755,50.423134,56.65029,51.127605,83.12518,34.275703,72.89727,78.0,1367.0,2.23,-4.09
20200413T0600,3.36,82.0,1008.3,0.0,0.0,100.0,0.0,100.0,10.0,34.727158,55.944214,54.216763,56.098892,54.48383,76.23921,40.537983,70.27772,66.0,1356.0,2.22,-4.0
20200413T0700,3.31,80.0,1007.6,0.0,0.0,100.0,0.0,100.0,11.0,34.37489,54.46232,52.939587,54.68878,58.749527,70.67681,45.92928,68.86575,61.0,1350.0,2.23,-4.49
20200413T0800,3.01,77.0,1007.0,0.0,0.0,100.0,0.0,100.0,7.0,35.4322,53.560883,54.867825,53.806786,63.78912,65.31519,54.463608,65.806786,56.0,1345.0,1.94,-4.65
20200413T0900,2.98,80.0,1006.1,0.0,0.0,100.0,4.0,100.0,73.0,37.691597,46.718353,58.07504,47.009537,67.315186,57.669807,56.934654,57.91781,49.0,1338.0,1.98,-4.56
20200413T1000,2.86,80.0,1005.8,0.0,0.0,100.0,41.0,100.0,80.0,37.299805,45.57872,58.048256,46.00508,65.50021,56.659294,64.02942,54.612106,46.0,1333.0,1.86,-5.19
20200413T1100,2.88,80.0,1005.2,0.0,0.0,100.0,4.0,100.0,23.0,37.874737,43.575027,58.81677,43.76001,64.805,57.01616,64.15882,52.29418,42.0,1328.0,1.94,-5.31
20200413T1200,2.72,77.0,1006.5,0.0,0.0,100.0,14.0,100.0,12.0,37.121483,43.54608,57.798782,43.738174,66.61556,49.163605,62.516773,48.96927,52.0,1336.0,1.53,-6.23
20200413T1300,2.64,79.0,1005.4,0.0,0.0,100.0,27.0,100.0,10.0,37.862553,39.2894,58.26219,39.986877,67.80626,48.01277,62.1644,47.346878,43.0,1326.0,1.56,-6.21
20200413T1400,2.5,80.0,1004.3,0.0,0.0,100.0,4.0,100.0,100.0,39.021915,34.992004,60.93259,35.38028,68.238754,46.282516,64.665855,45.902206,35.0,1317.0,1.48,-6.18
20200413T1500,2.39,80.0,1003.4,0.0,0.0,100.0,34.0,100.0,100.0,41.25761,31.53479,63.727116,32.07399,72.33939,42.983368,68.0057,43.069397,27.0,1309.0,1.46,-5.48
20200413T1600,2.28,82.0,1002.5,0.0,0.0,100.0,29.0,100.0,100.0,41.841763,28.523117,65.24844,28.686142,73.799995,40.449707,67.83493,41.55777,20.0,1301.0,1.42,-5.38
20200413T1700,2.17,84.0,1002.2,0.0,0.0,100.0,3.0,100.0,100.0,41.25073,24.413315,64.593666,24.708221,72.65314,37.551285,69.00178,39.92038,18.0,1298.0,1.32,-5.81
20200413T1800,1.78,87.0,1001.9,0.0,0.0,100.0,0.0,100.0,100.0,41.19564,18.08345,65.11921,18.034286,70.70403,36.928238,67.63594,38.516907,15.0,1294.0,0.89,-7.04
20200413T1900,1.6,86.0,1001.7,0.0,0.0,100.0,40.0,100.0,100.0,41.940025,15.09552,65.6741,15.255127,70.79196,34.013306,64.72996,37.31601,13.0,1291.0,0.75,-7.49
20200413T2000,1.45,85.0,1001.8,0.0,0.0,100.0,69.0,80.0,100.0,42.193085,13.509796,67.05768,13.663223,68.85417,29.782028,61.019733,32.47119,14.0,1292.0,0.53,-6.29
20200413T2100,1.4,83.0,1002.1,0.0,0.0,100.0,100.0,100.0,18.0,42.31989,10.885529,66.78946,11.188797,67.45943,26.97528,56.671135,26.402267,17.0,1296.0,0.48,-5.74
20200413T2200,1.38,80.0,1001.9,0.0,0.0,100.0,100.0,100.0,24.0,41.634323,7.352371,64.65984,7.678955,65.377426,25.436203,57.825684,21.933884,15.0,1295.0,0.46,-5.71
20200413T2300,1.57,77.0,1002.1,0.0,0.0,100.0,100.0,100.0,0.0,39.048283,5.0882416,59.67862,5.53862,67.929436,22.76001,62.046494,18.960587,17.0,1296.0,0.68,-6.49
20200414T0000,2.16,72.0,1002.6,0.0,0.0,100.0,100.0,100.0,10.0,36.636536,5.0058136,56.41902,5.492325,67.20535,16.49347,62.208164,16.127563,20.0,1302.0,1.33,-5.5
20200414T0100,2.96,66.0,1002.7,0.0,0.0,100.0,100.0,100.0,0.0,33.671947,4.5377655,51.660942,4.7967834,62.842426,4.6000977,58.337772,12.835602,22.0,1306.0,2.23,-5.35
20200414T0200,3.89,62.0,1002.6,0.0,0.0,100.0,93.0,100.0,0.0,30.664942,2.4895477,46.88853,3.5214386,55.84179,357.78323,56.89025,6.5403748,21.0,1308.0,3.33,-6.1
20200414T0300,4.6,59.0,1002.6,0.0,0.0,9.0,2.0,9.0,0.0,26.374945,0.57873535,40.70548,2.0273132,49.478718,355.4095,55.44467,359.25592,21.0,1311.0,4.14,-7.01
20200414T0400,4.8,58.0,1002.9,0.0,0.0,0.0,0.0,0.0,0.0,21.181732,353.50067,32.527744,354.9204,43.057262,354.24176,49.655212,350.40112,23.0,1316.0,4.34,-7.3
20200414T0500,4.44,59.0,1003.3,0.0,0.0,0.0,0.0,0.0,0.0,15.416714,341.87814,23.000591,342.6995,37.688404,353.41806,43.17149,343.52957,27.0,1320.0,3.99,-6.76
20200414T0600,4.16,62.0,1003.4,0.0,0.0,0.0,0.0,0.0,0.0,11.080447,332.8189,15.496736,329.26453,32.48788,347.19574,40.113754,338.9625,28.0,1321.0,3.71,-6.19
20200414T0700,4.25,65.0,1003.8,0.0,0.0,0.0,0.0,0.0,0.0,7.421045,338.9625,9.504273,335.37643,26.111792,344.81415,38.3176,333.1942,31.0,1326.0,3.74,-5.44
20200414T0800,4.6,66.0,1004.5,0.0,0.0,0.0,0.0,0.0,0.0,6.791894,11.309921,9.178235,11.309921,21.9718,341.86194,39.162308,330.84308,36.0,1332.0,3.97,-4.62
20200414T0900,4.82,62.0,1005.1,0.0,0.0,0.0,0.0,0.0,0.0,11.697356,30.068573,17.709658,26.565033,19.829433,344.1975,37.053776,327.6996,41.0,1338.0,4.29,-4.18
20200414T1000,4.87,61.0,1005.6,0.0,0.0,0.0,0.0,0.0,0.0,18.009113,29.219238,28.017622,27.552795,20.12461,349.69516,34.145008,317.56378,45.0,1342.0,4.24,-3.86
20200414T1100,4.09,64.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,20.519718,29.560349,29.827904,29.659103,20.037485,342.21613,38.23803,318.0529,49.0,1343.0,3.26,-3.61
20200414T1200,2.9,72.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,28.418776,30.411072,43.588253,30.801437,41.305977,353.4944,32.777794,321.24194,56.0,1350.0,1.78,-3.99
20200414T1300,2.32,74.0,1007.3,0.0,0.0,0.0,0.0,0.0,0.0,29.013147,30.332153,45.81486,30.19162,37.641953,326.30994,35.428463,317.883,59.0,1353.0,1.12,-4.26
20200414T1400,2.37,74.0,1007.5,0.0,0.0,0.0,0.0,0.0,0.0,27.660736,28.786606,43.358707,29.331848,36.445442,312.19757,34.70407,306.98877,60.0,1355.0,1.2,-4.66
20200414T1500,2.53,76.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,24.305258,26.003342,37.351627,26.318085,35.74711,288.7999,37.017033,310.66174,64.0,1359.0,1.4,-4.64
20200414T1600,2.68,77.0,1008.5,0.0,0.0,0.0,0.0,0.0,0.0,19.987104,21.092346,30.551254,21.425278,33.75948,291.9149,42.333305,311.5526,68.0,1361.0,1.59,-3.81
20200414T1700,3.05,76.0,1008.8,0.0,0.0,49.0,0.0,49.0,0.0,15.335942,17.175888,23.452555,17.878693,37.503983,291.39288,49.004974,310.8296,70.0,1364.0,2.09,-3.12
20200414T1800,3.25,76.0,1008.6,0.0,0.0,100.0,0.0,100.0,100.0,10.699203,18.886078,16.854767,19.983109,34.82895,299.74487,52.85506,307.80652,69.0,1365.0,2.35,-2.45
20200414T1900,3.26,76.0,1008.6,0.0,0.0,100.0,0.0,100.0,100.0,9.049762,42.614044,14.291592,40.914368,33.24888,303.518,47.664326,301.40906,69.0,1366.0,2.37,-2.55
20200414T2000,3.02,78.0,1008.7,0.0,0.0,39.0,0.0,10.0,39.0,11.775965,52.35238,19.134262,48.81407,27.729347,299.56036,40.686367,300.87683,70.0,1366.0,2.05,-2.53
20200414T2100,2.54,80.0,1009.4,0.0,0.0,100.0,0.0,0.0,100.0,13.301338,57.264763,20.883102,54.11786,23.266697,278.00473,33.00436,296.56506,75.0,1367.0,1.47,-3.12
20200414T2200,2.05,80.0,1009.6,0.0,0.0,100.0,0.0,0.0,100.0,13.816892,70.86635,20.393293,69.32557,21.9718,268.12213,27.897097,287.2658,76.0,1366.0,0.93,-3.64
20200414T2300,2.08,77.0,1009.4,0.0,0.0,100.0,0.0,0.0,100.0,13.0536,89.99999,18.36353,91.1233,19.602652,262.61395,25.006397,276.61346,75.0,1364.0,1.01,-4.37
20200415T0000,2.48,77.0,1009.4,0.0,0.0,100.0,0.0,0.0,100.0,13.762854,104.57421,19.483284,106.09081,17.673029,266.49646,25.264202,265.91437,75.0,1365.0,1.41,-4.56
20200415T0100,2.68,78.0,1008.8,0.0,0.0,100.0,0.0,0.0,100.0,17.299599,99.75242,24.503809,100.15427,13.570615,291.8014,27.419146,266.23596,71.0,1363.0,1.62,-4.18
20200415T0200,2.57,80.0,1009.0,0.0,0.0,100.0,0.0,0.0,100.0,18.164104,94.20535,25.325686,95.71059,12.10157,329.62088,19.134262,274.31604,72.0,1360.0,1.39,-5.55
20200415T0300,2.06,84.0,1009.7,0.1,0.07,100.0,0.0,0.0,100.0,14.738928,96.22582,20.674158,97.00127,12.4811535,326.7683,14.336861,298.49567,77.0,1363.0,0.93,-6.65
20200415T0400,1.92,87.0,1010.2,0.3,0.21000001,100.0,0.0,0.0,100.0,12.486745,101.0702,18.079027,102.65255,11.592894,306.1582,18.335276,313.40887,81.0,1366.0,0.76,-7.16
20200415T0500,1.83,91.0,1010.6,0.1,0.07,100.0,0.0,0.0,100.0,11.504656,95.31454,16.62249,94.96974,12.682018,304.5923,22.039528,308.3675,84.0,1370.0,0.64,-6.71
20200415T0600,1.83,92.0,1010.6,0.0,0.0,100.0,0.0,0.0,100.0,10.154698,85.48601,14.440443,85.710846,16.199999,306.8699,22.039528,308.3675,84.0,1369.0,0.65,-6.78
20200415T0700,1.95,91.0,1011.2,0.0,0.0,100.0,0.0,0.0,100.0,9.722688,80.537674,13.849476,81.02737,19.881649,317.93567,26.795223,329.3003,89.0,1375.0,0.68,-6.69
20200415T0800,2.02,90.0,1011.9,0.0,0.0,100.0,0.0,0.0,100.0,8.726379,77.66091,12.074766,79.695145,23.770906,324.8658,30.7542,321.65442,95.0,1381.0,0.75,-6.78
20200415T0900,2.13,90.0,1012.5,0.0,0.0,100.0,0.0,0.0,100.0,7.670285,69.67686,10.587917,72.18111,23.023117,333.0343,27.059933,326.94418,99.0,1385.0,0.78,-6.76
20200415T1000,2.08,88.0,1013.3,0.0,0.0,100.0,0.0,0.0,100.0,8.132838,58.392494,11.792404,58.736267,21.67487,348.50342,27.609911,337.7824,106.0,1390.0,0.68,-7.27
20200415T1100,2.05,86.0,1013.9,0.0,0.0,100.0,0.0,0.0,100.0,10.362241,46.041626,15.021105,45.97101,18.391735,3.3664398,23.157824,348.3407,110.0,1393.0,0.6,-7.71
20200415T1200,2.97,79.0,1014.5,0.0,0.0,100.0,0.0,0.0,100.0,14.439765,37.504135,20.808498,37.266388,15.782622,44.999985,15.509274,338.1986,116.0,1400.0,1.44,-7.17
20200415T1300,2.91,79.0,1015.0,0.0,0.0,100.0,0.0,0.0,100.0,15.368302,33.690063,21.868332,32.905228,16.434305,28.810776,12.413476,343.1416,120.0,1403.0,1.31,-7.67
20200415T1400,2.59,84.0,1015.6,0.0,0.0,100.0,0.0,0.0,100.0,15.079276,32.005356,21.485697,31.29303,15.716793,20.095215,10.195057,312.1376,124.0,1406.0,0.89,-8.07
20200415T1500,2.36,83.0,1015.8,0.0,0.0,100.0,0.0,0.0,100.0,14.261733,32.79953,20.26899,33.40782,11.367109,10.954056,15.484185,287.59244,126.0,1407.0,0.69,-8.18
20200415T1600,2.26,79.0,1016.0,0.0,0.0,100.0,0.0,0.0,100.0,12.523633,29.291351,18.043148,28.610443,7.5685663,295.3462,23.358423,298.53998,127.0,1407.0,0.6,-8.27
20200415T1700,2.07,78.0,1016.3,0.0,0.0,100.0,0.0,0.0,100.0,10.248612,27.897263,14.81259,25.942291,15.542662,256.6075,25.864943,304.79602,129.0,1409.0,0.41,-8.59
20200415T1800,2.0,81.0,1016.1,0.0,0.0,100.0,0.0,0.0,100.0,8.462132,28.178574,12.24,28.07248,20.12461,259.69516,25.460936,303.4654,128.0,1407.0,0.28,-8.95
20200415T1900,1.98,85.0,1016.3,0.0,0.0,100.0,0.0,0.0,100.0,7.539638,32.005356,11.183201,33.178513,17.771753,263.01895,24.063513,308.92755,130.0,1408.0,0.15,-9.3
20200415T2000,1.85,87.0,1016.9,0.0,0.0,100.0,0.0,0.0,100.0,9.236053,33.231705,13.979872,34.508514,12.074766,296.56506,20.620804,314.29266,134.0,1411.0,0.02,-9.56
20200415T2100,1.71,89.0,1017.8,0.0,0.0,100.0,0.0,0.0,100.0,14.865978,36.25383,21.599998,36.86989,6.5693827,350.5377,15.9134655,322.3524,141.0,1417.0,-0.15,-9.65
20200415T2200,1.87,91.0,1018.6,0.0,0.0,100.0,0.0,0.0,100.0,20.842287,35.112015,32.058197,34.9393,9.422101,46.54814,11.183201,326.82147,147.0,1423.0,-0.24,-9.87
20200415T2300,1.35,83.0,1019.4,0.0,0.0,100.0,0.0,0.0,100.0,23.394712,30.068573,35.281837,28.65712,9.107359,18.434952,11.923557,331.11343,152.0,1426.0,-0.98,-9.9
20200416T0000,1.86,71.0,1020.1,0.0,0.0,100.0,0.0,0.0,100.0,20.61633,32.868683,30.353355,33.878525,10.446206,358.0251,13.049689,335.55603,159.0,1434.0,-0.39,-9.91
20200416T0100,2.06,67.0,1020.4,0.0,0.0,100.0,0.0,0.0,100.0,16.101229,38.955902,23.000591,39.92038,9.826088,331.55707,13.896187,343.44293,161.0,1437.0,-0.12,-10.01
20200416T0200,2.16,65.0,1020.6,0.0,0.0,11.0,0.0,0.0,11.0,10.9839525,39.09384,15.124284,38.23381,9.693296,291.8014,14.88242,327.84772,163.0,1439.0,0.17,-10.03
20200416T0300,2.72,68.0,1020.9,0.0,0.0,0.0,0.0,0.0,0.0,5.1725526,34.508514,7.7879906,33.690063,15.328561,279.46234,22.86496,303.43988,165.0,1443.0,0.42,-9.82
20200416T0400,3.57,75.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2664,360.0,0.35999998,360.0,22.077717,294.05734,31.902174,310.8818,166.0,1445.0,0.56,-9.42
